Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status,Row Type,Units On Hand,Notes
tgs-rotating-orbit-ball,,,,,,,,,,,,,,,,,,,,output_pending/TGS-ROTATING-ORBIT-BALL/angle4.jpg,3,Rotating Orbit Ball Track with 20pcs Balls,,,,,backlog_low_stock,,
tgs-shoot-elite-graffiti,Shooting Elite Water Gun with Accessories,"<p>This water gun has a colorful comic-book design with a clear water reservoir. It shoots water bullets using a USB rechargeable battery. The gun includes a water tank, USB cable, and other accessories. It is designed for children to play with during outdoor or indoor water games.</p><ul><li>Colorful comic-book patterned plastic body</li><li>USB rechargeable battery for operation</li><li>Clear water reservoir with fill cap</li><li>Includes USB cable and water tank</li><li>Designed for children&#x27;s water play</li></ul><p><strong>What's included:</strong></p><ul><li>Water gun with comic-book pattern</li><li>Clear water reservoir</li><li>USB charging cable</li><li>Water tank</li><li>Accessories in plastic bag</li></ul>",The Toy Gift Shop,,Water & Beach Toys,"water gun, toy gun, water bullet, usb rechargeable, children's toy, outdoor play, indoor play, comic book design, water gun accessories",FALSE,Title,Default Title,TGS-SHOOT-ELITE-GRAFFITI,,shopify,0,deny,manual,5400.00,,TRUE,TRUE,output_pending/TGS-SHOOT-ELITE-GRAFFITI/angle2.jpg,1,Shooting Elite Water Gun with Accessories,FALSE,Shooting Elite Water Gun with Accessories,"Shooting Elite Water Gun with USB rechargeable battery, clear water reservoir, and comic-book design. Includes accessories for children's water play.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SHOOTING-ELITE-GRAFFITI-GEL-BLASTER
tgs-shoot-elite-graffiti,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SHOOT-ELITE-GRAFFITI/angle3.jpg,2,Shooting Elite Water Gun with Accessories,,,,,backlog_low_stock,,
tgs-shoot-elite-graffiti,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SHOOT-ELITE-GRAFFITI/front.jpg,3,Shooting Elite Water Gun with Accessories,,,,,backlog_low_stock,,
tgs-smart-robot,Smart Robot Interactive Toy with Remote Control,<p>This interactive robot toy is designed for children aged 3 and up. It features a white and orange plastic body with movable arms and legs. It comes with a remote control for operation and a USB charging cable. The robot can perform songs and dances as shown on the packaging.</p><ul><li>White and orange plastic construction</li><li>Remote control included for operation</li><li>USB charging cable included</li><li>Features songs and dance functions</li><li>Designed for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Smart Robot toy</li><li>Remote control</li><li>USB charging cable</li></ul>,The Toy Gift Shop,,RC & Remote Control Toys,"robot, remote control, interactive, children, toys, dance, songs, 3+, plastic",FALSE,Title,Default Title,TGS-SMART-ROBOT,,shopify,0,deny,manual,8550.00,,TRUE,TRUE,output_pending/TGS-SMART-ROBOT/angle2.jpg,1,Smart Robot Interactive Toy with Remote Control,FALSE,Smart Robot Interactive Toy with Remote Control,"Interactive robot toy for ages 3+ with remote control, songs, and dance functions. Includes remote and USB cable. Plastic construction.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SMART-ROBOT-INTERACTIVE-REMOTE-CONTROL-TOY
tgs-smart-robot,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SMART-ROBOT/angle3.jpg,2,Smart Robot Interactive Toy with Remote Control,,,,,backlog_low_stock,,
tgs-smart-robot,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SMART-ROBOT/angle4.jpg,3,Smart Robot Interactive Toy with Remote Control,,,,,backlog_low_stock,,
tgs-soft-blocks,Soft Building Blocks Toy Set with Carry Bag,<p>This is a soft building blocks toy set in a clear carry bag. The blocks are made of soft material and are shaped like bricks. They can be stacked and arranged to build structures. The set is for children aged 3 and up.</p><ul><li>Soft material blocks</li><li>Includes carry bag</li><li>Blocks have eyes and printed designs</li><li>Intended for ages 3+</li><li>Blocks come in multiple colors</li></ul><p><strong>What's included:</strong></p><ul><li>Soft building blocks</li><li>Carry bag with zipper</li><li>Instruction booklet</li></ul>,The Toy Gift Shop,,Building & Construction Toys,"building blocks, soft toys, construction toys, children toys, age 3, carry bag, instruction booklet, colorful blocks, creative play",FALSE,Title,Default Title,TGS-SOFT-BLOCKS,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-SOFT-BLOCKS/angle2.jpg,1,Soft Building Blocks Toy Set with Carry Bag,FALSE,Soft Building Blocks Toy Set for Ages 3+,"Soft building blocks toy set with carry bag for ages 3+. Includes colorful blocks, instruction booklet, and storage bag. Perfect for creative play.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SOFT-BUILDING-BLOCKS-TOY-SET
tgs-soft-blocks,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SOFT-BLOCKS/angle3.jpg,2,Soft Building Blocks Toy Set with Carry Bag,,,,,backlog_low_stock,,
tgs-soft-blocks,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SOFT-BLOCKS/angle4.jpg,3,Soft Building Blocks Toy Set with Carry Bag,,,,,backlog_low_stock,,
tgs-dancing-elec,Sonic Dancing Electric Toy with Lights and Music,"<p>This electric toy is a blue hedgehog figure with red overalls. It dances, plays music, and lights up. The toy is made of plastic and is intended for children aged 3 and up. It moves to music and has a recording function.</p><ul><li>Plastic construction</li><li>Dances to music</li><li>Includes lights and music</li><li>Ages 3+ recommended</li><li>Has a recording function</li></ul><p><strong>What's included:</strong></p><ul><li>Sonic dancing electric toy</li><li>Instruction manual</li></ul>",The Toy Gift Shop,,Animal & Dinosaur Toys,"sonic, dancing, electric, toy, lights, music, children, ages 3+, plastic",FALSE,Title,Default Title,TGS-DANCING-ELEC,,shopify,0,deny,manual,,,TRUE,TRUE,output_pending/TGS-DANCING-ELEC/angle2.jpg,1,Sonic Dancing Electric Toy with Lights and Music,FALSE,Sonic Dancing Electric Toy with Lights and Music,"Electric Sonic dancing toy with lights and music. Ages 3+. Dances, plays music, and has a recording function. Plastic construction.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SONIC-DANCING-ELECTRIC-TOY
tgs-dancing-elec,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DANCING-ELEC/angle3.jpg,2,Sonic Dancing Electric Toy with Lights and Music,,,,,backlog_low_stock,,
tgs-dancing-elec,,,,,,,,,,,,,,,,,,,,output_pending/TGS-DANCING-ELEC/angle4.jpg,3,Sonic Dancing Electric Toy with Lights and Music,,,,,backlog_low_stock,,
tgs-space-journey-bubble,Space Journey Bubble Machine with Adjustable Speed,<p>This toy bubble machine is light blue with space-themed decals. It produces bubbles and has a third gear for adjustable speed. It requires six AA batteries to operate. The device has a bottle cap for bubble solution and a battery compartment cover.</p><ul><li>Light blue plastic body</li><li>Three speed settings (adjustable)</li><li>Includes bubble solution bottle cap</li><li>Requires 6 AA batteries</li><li>For children aged 3+</li></ul><p><strong>What's included:</strong></p><ul><li>Bubble machine</li><li>Bubble solution bottle cap</li><li>Battery compartment cover</li><li>Instructions</li></ul>,The Toy Gift Shop,,Outdoor Toys,"bubble machine, space journey, children toys, outdoor toys, bubble toys, adjustable speed, age 3, plastic toy, batteries required",FALSE,Title,Default Title,TGS-SPACE-JOURNEY-BUBBLE,,shopify,0,deny,manual,2850.00,,TRUE,TRUE,output_pending/TGS-SPACE-JOURNEY-BUBBLE/angle2.jpg,1,Space Journey Bubble Machine with Adjustable Speed,FALSE,Space Journey Bubble Machine - Adjustable Speed Toy,Space Journey Bubble Machine with adjustable speed settings. Requires 6 AA batteries. For ages 3+. Includes bubble solution cap and instructions.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SPACE-JOURNEY-BUBBLE-MACHINE
tgs-space-journey-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SPACE-JOURNEY-BUBBLE/angle3.jpg,2,Space Journey Bubble Machine with Adjustable Speed,,,,,backlog_low_stock,,
tgs-space-journey-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-SPACE-JOURNEY-BUBBLE/angle4.jpg,3,Space Journey Bubble Machine with Adjustable Speed,,,,,backlog_low_stock,,
tgs-rc-spider-wall,Spider Wall Rallyist Remote Control Toy with Infrared Control,"<p>A remote-controlled spider toy that can drive on walls, ceilings, and floors. It has glowing eyes and is controlled by an infrared remote. The toy is made of hard plastic and is intended for children aged 8 and up. It comes with a black remote control with two joysticks.</p><ul><li>Made of hard plastic</li><li>Glowing eyes feature</li><li>Drives on walls, ceilings, and floors</li><li>Includes infrared remote control</li><li>Intended for children 8 years and older</li></ul><p><strong>What's included:</strong></p><ul><li>Spider wall rallyist toy</li><li>Infrared remote control</li></ul>",The Toy Gift Shop,,RC & Remote Control Toys,"spider, remote control, wall, ceiling, floor, infrared, toy, children, 8+",FALSE,Title,Default Title,TGS-RC-SPIDER-WALL,,shopify,0,deny,manual,5800.00,,TRUE,TRUE,output_pending/TGS-RC-SPIDER-WALL/angle2.jpg,1,Spider Wall Rallyist Remote Control Toy with Infrared Control,FALSE,Spider Wall Rallyist Remote Control Toy,"Remote-controlled spider toy with infrared control that drives on walls, ceilings, and floors. Includes remote and is for ages 8+.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/SPIDER-WALL-RALLYIST-REMOTE-CONTROL-TOY
tgs-rc-spider-wall,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RC-SPIDER-WALL/angle3.jpg,2,Spider Wall Rallyist Remote Control Toy with Infrared Control,,,,,backlog_low_stock,,
tgs-rc-spider-wall,,,,,,,,,,,,,,,,,,,,output_pending/TGS-RC-SPIDER-WALL/angle4.jpg,3,Spider Wall Rallyist Remote Control Toy with Infrared Control,,,,,backlog_low_stock,,
tgs-stem-chem-expermnt,STEM Chemistry Experiment Set with 14 Experiments,"<p>This STEM Chemistry Experiment Set includes 14 different experiments using colorful liquid, test tubes, and a black volcano mold. The kit contains small bottles of pigment, baking soda, and other materials for safe, hands-on science activities. It is designed for children aged 8 and up to explore basic chemical reactions.</p><ul><li>Includes 4 clear test tubes with a green plastic holder</li><li>Contains 3 small bottles of colored pigment (blue, red, yellow)</li><li>Includes a black plastic volcano mold and a white plastic spoon</li><li>Features a white plastic measuring cup and clear plastic containers</li><li>Designed for children aged 8 and up</li></ul><p><strong>What's included:</strong></p><ul><li>4 test tubes with a green plastic holder</li><li>3 small pigment bottles (blue, red, yellow)</li><li>1 black plastic volcano mold</li><li>1 white plastic spoon</li><li>1 white plastic measuring cup</li><li>Clear plastic containers</li><li>Baking soda (in a bag)</li><li>Instruction booklet (not visible)</li></ul>",The Toy Gift Shop,,STEM & Science Toys,"STEM, Chemistry, Science, Experiments, Kids, Educational, Hands-On, Volcano, Test Tubes",FALSE,Title,Default Title,TGS-STEM-CHEM-EXPERMNT,,shopify,0,deny,manual,3250.00,,TRUE,TRUE,output_pending/TGS-STEM-CHEM-EXPERMNT/angle2.jpg,1,STEM Chemistry Experiment Set with 14 Experiments,FALSE,STEM Chemistry Experiment Set with 14 Experiments for Kids,"STEM Chemistry Experiment Set with 14 experiments. Includes test tubes, pigment, volcano mold, and baking soda for safe, hands-on science fun for ages 8+.",draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/STEM-CHEMISTRY-EXPERIMENT-SET
tgs-stem-chem-expermnt,,,,,,,,,,,,,,,,,,,,output_pending/TGS-STEM-CHEM-EXPERMNT/angle3.jpg,2,STEM Chemistry Experiment Set with 14 Experiments,,,,,backlog_low_stock,,
tgs-stem-chem-expermnt,,,,,,,,,,,,,,,,,,,,output_pending/TGS-STEM-CHEM-EXPERMNT/front.jpg,3,STEM Chemistry Experiment Set with 14 Experiments,,,,,backlog_low_stock,,
tgs-telescopi-lightsabe,Telescopic Lightsaber Toy with Color-Changing Blade,<p>This toy lightsaber has a telescopic blade that extends and retracts. The blade changes color. It is made of plastic. It is designed for children to play with and pretend to fight with. The box shows it is for ages 3 and up.</p><ul><li>Plastic construction</li><li>Telescopic blade extends and retracts</li><li>Color-changing blade (blue shown in box)</li><li>Includes one lightsaber</li><li>Intended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>1 telescopic lightsaber toy</li></ul>,The Toy Gift Shop,,Novelty & Fun Toys,"lightsaber, toy, telescopic, color changing, pretend play, children, age 3, plastic, novelty",FALSE,Title,Default Title,TGS-TELESCOPI-LIGHTSABE,,shopify,0,deny,manual,2450.00,,TRUE,TRUE,output_pending/TGS-TELESCOPI-LIGHTSABE/angle2.jpg,1,Telescopic Lightsaber Toy with Color-Changing Blade,FALSE,Telescopic Lightsaber Toy with Color-Changing Blade,Telescopic Lightsaber Toy with color-changing blade. Extend and retract the blade. Made of plastic. For ages 3 and up. Great for pretend play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/TELESCOPIC-LIGHTSABER-TOY
tgs-telescopi-lightsabe,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TELESCOPI-LIGHTSABE/angle3.jpg,2,Telescopic Lightsaber Toy with Color-Changing Blade,,,,,backlog_low_stock,,
tgs-telescopi-lightsabe,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TELESCOPI-LIGHTSABE/front.jpg,3,Telescopic Lightsaber Toy with Color-Changing Blade,,,,,backlog_low_stock,,
tgs-tiger-bubble,Tiger Bubble Machine with 10-Hole Bubble Blower,"<p>This toy is a tiger-shaped bubble machine designed for outdoor play. It has a yellow and black striped body with a bubble blower on its head. To use, press the switch on its back to launch bubbles. It comes with a small bottle of bubble solution. The toy is made of plastic and is intended for children.</p><ul><li>Plastic body with tiger design</li><li>10-hole bubble blower on head</li><li>Press switch to launch bubbles</li><li>Includes small bubble solution bottle</li><li>For children&#x27;s outdoor play</li></ul><p><strong>What's included:</strong></p><ul><li>Tiger bubble machine</li><li>Small bottle of bubble solution</li></ul>",The Toy Gift Shop,,Outdoor Toys,"bubble machine, tiger toy, outdoor toy, children's toy, bubble blower, plastic toy, kids play, bubble solution, toy gift",FALSE,Title,Default Title,TGS-TIGER-BUBBLE,,shopify,0,deny,manual,1950.00,,TRUE,TRUE,output_pending/TGS-TIGER-BUBBLE/angle2.jpg,1,Tiger Bubble Machine with 10-Hole Bubble Blower,FALSE,Tiger Bubble Machine for Kids Outdoor Play,Tiger Bubble Machine with 10-hole bubble blower for outdoor play. Includes bubble solution. Made of plastic for children's fun.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/TIGER-BUBBLE-MACHINE
tgs-tiger-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TIGER-BUBBLE/angle3.jpg,2,Tiger Bubble Machine with 10-Hole Bubble Blower,,,,,backlog_low_stock,,
tgs-tiger-bubble,,,,,,,,,,,,,,,,,,,,output_pending/TGS-TIGER-BUBBLE/angle4.jpg,3,Tiger Bubble Machine with 10-Hole Bubble Blower,,,,,backlog_low_stock,,
tgs-circular-saw,Simulation Modeling Circular Saw Cutting Edge Tool,"<p>This is a toy circular saw with a plastic body, orange handle, and gray blade. It is designed for pretend play and role play. The toy is intended for children aged 3 and up. It is not a real power tool and does not operate with batteries or electricity.</p><ul><li>Made of plastic with orange and gray coloring</li><li>Includes a circular saw blade and base</li><li>Has a movable handle and trigger mechanism</li><li>Intended for pretend play and role play</li><li>Recommended for children aged 3 and up</li></ul><p><strong>What's included:</strong></p><ul><li>Toy circular saw with blade</li><li>Instruction manual (not visible in photos)</li><li>Box packaging</li></ul>",The Toy Gift Shop,,Pretend Play & Role Play,"toy, circular saw, pretend play, role play, children, ages 3, plastic, cutting tool, simulation modeling",FALSE,Title,Default Title,TGS-CIRCULAR-SAW,,shopify,0,deny,manual,2650.00,,TRUE,TRUE,output_pending/TGS-CIRCULAR-SAW/angle2.jpg,1,Simulation Modeling Circular Saw Cutting Edge Tool,FALSE,Toy Circular Saw for Pretend Play,Simulation Modeling Circular Saw Cutting Edge Tool for pretend play. Plastic toy saw for children ages 3+. Includes blade and base. Great for role play and imaginative play.,draft,backlog_low_stock,unknown,Below the stock-listing threshold (or explicitly discontinued) -- not priced for sale yet. Folder: backlog-products/TOY-CIRCULAR-SAW-CUTTING-EDGE-TOOL
